"gene","strain","value","stat"
"YBR139W","CCQ",78.0240557778981,"phase1"
"YBR139W","CCR",77.2719902484275,"phase1"
"YBR139W","CCS",82.1332609947152,"phase1"
"YBR139W","CCV",1.04592296298009,"phase1"
"YBR139W","CDE",86.0121426912409,"phase1"
"YBR139W","CDH",85.4358259024353,"phase1"
"YBR139W","CDL",84.0758062729187,"phase1"
"YBR139W","CDT",75.2866677185635,"phase1"
"YBR139W","CEG",77.5228035016274,"phase1"
"YBR139W","CFF",77.3895027477788,"phase1"
"YBR139W","CGL",73.6352847585423,"phase1"
"YBR139W","CGN",76.7782419085029,"phase1"
"YBR139W","CGS",83.2976683871636,"phase1"
"YBR139W","CLB",74.0262404209491,"phase1"
"YBR139W","CLI",82.7170656860328,"phase1"
"YBR139W","CLN",82.4201332943734,"phase1"
"YBR139W","CLP",76.1731132201068,"phase1"
"YBR139W","CMI",75.0087590309543,"phase1"
"YBR139W","CNH",2.66328316872569,"phase1"
"YBR139W","CPI",76.3819052939093,"phase1"
"YBR139W","CPK",72.981424585942,"phase1"
"YBR139W","CPN",69.0264190528044,"phase1"
"YBR139W","CQD",87.8189502529639,"phase1"
"YBR139W","CQF",80.7665747294911,"phase1"
"YBR139W","SACE_YCE",16.5408185755207,"phase1"
"YBR139W","SACE_YCK",75.7895001806172,"phase1"
"YBR139W","SACE_YCM",3.04345913767768,"phase1"
"YBR139W","SACE_YCR",82.7012455485763,"phase1"
"YBR139W","SACE_YCU",84.8813785900969,"phase1"
"YGR177C","AAP",62.316158133542,"phase1"
"YGR177C","AFE",56.0508521090217,"phase1"
"YGR177C","AKH",84.1413778958069,"phase1"
"YGR177C","AKI",78.1297780330505,"phase1"
"YGR177C","AKM",4.59291914439795,"phase1"
"YGR177C","AMP",81.9029332360304,"phase1"
"YGR177C","ANG",87.5874071130583,"phase1"
"YGR177C","ANN",81.7707388456965,"phase1"
"YGR177C","APQ",75.6121171555078,"phase1"
"YGR177C","ATS",83.8886458477765,"phase1"
"YGR177C","BAF",82.0803449309024,"phase1"
"YGR177C","BAG",4.77370554557398,"phase1"
"YGR177C","BAI",83.9267276716865,"phase1"
"YGR177C","BAK",84.2323472216442,"phase1"
"YGR177C","BAL",77.9566812920149,"phase1"
"YGR177C","BAM",69.8824740144643,"phase1"
"YGR177C","BAN",77.0248114608996,"phase1"
"YGR177C","BAP",85.0565539292756,"phase1"
"YGR177C","BBQ",78.1326953255,"phase1"
"YGR177C","BCK",80.036168384801,"phase1"
"YGR177C","BDB",15.9511669538237,"phase1"
"YGR177C","BDL",81.5166519752348,"phase1"
"YGR177C","BDP",79.9016018872626,"phase1"
"YGR177C","BEF",61.3090560145907,"phase1"
"YGR177C","BFH",70.7869884314604,"phase1"
"YGR177C","BFP",68.8255294629779,"phase1"
"YGR177C","BGD",7.03194792982192,"phase1"
"YGR177C","BGF",3.46605633730554,"phase1"
"YGR177C","BHG",82.2291102029783,"phase1"
"YGR177C","BHK",3.50840992166199,"phase1"
"YGR177C","BHM",15.4838213894018,"phase1"
"YGR177C","BHQ",58.0078985211522,"phase1"
"YGR177C","BMA",82.0237095018397,"phase1"
"YGR177C","BMB",3.37386548740636,"phase1"
"YGR177C","BMC",69.4893813340749,"phase1"
"YGR177C","BNC",33.6448555074894,"phase1"
"YGR177C","BNV",82.3783119641285,"phase1"
"YGR177C","BQM",76.5728103791802,"phase1"
"YGR177C","BRK",82.1087167294414,"phase1"
"YGR177C","BVG",85.1397369108507,"phase1"
"YGR177C","CAE",78.8008432468402,"phase1"
"YGR177C","CBN",76.5365532032253,"phase1"
"YGR177C","CCD",78.1751254308491,"phase1"
"YGR177C","CCG",87.2644690630797,"phase1"
"YGR177C","CCN",7.432615131034,"phase1"
"YGR177C","CCQ",83.350388604145,"phase1"
"YGR177C","CCR",81.5768764948141,"phase1"
"YGR177C","CCS",80.9581743253432,"phase1"
"YGR177C","CCV",80.8750746174141,"phase1"
"YGR177C","CDE",82.8088193813479,"phase1"
"YGR177C","CDH",1.08281790334473,"phase1"
"YGR177C","CDL",79.9966133205798,"phase1"
"YGR177C","CDT",74.838030594874,"phase1"
"YGR177C","CEG",82.4930217621795,"phase1"
"YGR177C","CFF",70.5483494481043,"phase1"
"YGR177C","CGL",12.002203232288,"phase1"
"YGR177C","CGN",77.1769238523511,"phase1"
"YGR177C","CGS",79.5541926500854,"phase1"
"YGR177C","CLB",75.791675929881,"phase1"
"YGR177C","CLI",79.1044596112992,"phase1"
"YGR177C","CLN",87.6491403002598,"phase1"
"YGR177C","CLP",68.2856367911173,"phase1"
"YGR177C","CMI",0.0103818258649618,"phase1"
"YGR177C","CNH",12.1973662940332,"phase1"
"YGR177C","CPI",78.9320318680946,"phase1"
"YGR177C","CPK",77.687419851988,"phase1"
"YGR177C","CPN",77.5173470690079,"phase1"
"YGR177C","CQD",0.0523005503054903,"phase1"
"YGR177C","CQF",80.0989865036648,"phase1"
"YGR177C","SACE_YCE",82.3363586538143,"phase1"
"YGR177C","SACE_YCK",60.9417253832476,"phase1"
"YGR177C","SACE_YCM",4.43987142958827,"phase1"
"YGR177C","SACE_YCR",82.8974132782189,"phase1"
"YGR177C","SACE_YCU",78.65397363921,"phase1"
"YPL058C","AAP",24.9598707296082,"phase1"
"YPL058C","AFE",16.1324189501781,"phase1"
"YPL058C","AKH",81.1206598752466,"phase1"
"YPL058C","AKI",70.5501131261748,"phase1"
"YPL058C","AKM",45.132512915683,"phase1"
"YPL058C","AMP",5.73850498486248,"phase1"
"YPL058C","ANG",46.5078380511198,"phase1"
"YPL058C","ANN",37.3094845419283,"phase1"
"YPL058C","APQ",NA,"phase1"
"YPL058C","ATS",86.160077771716,"phase1"
"YPL058C","BAF",45.8597518781437,"phase1"
"YPL058C","BAG",39.4188566842954,"phase1"
"YPL058C","BAI",20.4113481083185,"phase1"
"YPL058C","BAK",37.8797349080327,"phase1"
"YPL058C","BAL",25.6373765600806,"phase1"
"YPL058C","BAM",87.3190049131752,"phase1"
"YPL058C","BAN",59.3106201940609,"phase1"
"YPL058C","BAP",52.335182107499,"phase1"
"YPL058C","BBQ",24.2097194488359,"phase1"
"YPL058C","BCK",45.0343808932624,"phase1"
"YPL058C","BDB",66.308341404471,"phase1"
"YPL058C","BDL",83.810856898049,"phase1"
"YPL058C","BDP",75.1267334315386,"phase1"
"YPL058C","BEF",28.4322118903932,"phase1"
"YPL058C","BFH",21.7747467566909,"phase1"
"YPL058C","BFP",47.0510014423973,"phase1"
"YPL058C","BGD",12.0673719058592,"phase1"
"YPL058C","BGF",85.1077490304133,"phase1"
"YPL058C","BHG",17.0344280224359,"phase1"
"YPL058C","BHK",13.327230375942,"phase1"
"YPL058C","BHM",32.0921985969825,"phase1"
"YPL058C","BHQ",44.3906067605817,"phase1"
"YPL058C","BMA",49.3356045504474,"phase1"
"YPL058C","BMB",86.4070609041976,"phase1"
"YPL058C","BMC",3.25290806042084,"phase1"
"YPL058C","BNC",37.7932237941864,"phase1"
"YPL058C","BNV",66.4245015603307,"phase1"
"YPL058C","BQM",53.8611290023732,"phase1"
"YPL058C","BRK",28.5621735521391,"phase1"
"YPL058C","BVG",26.3461390440444,"phase1"
"YPL058C","CAE",47.2086517493217,"phase1"
"YPL058C","CBN",10.1046773398154,"phase1"
"YPL058C","CCD",16.2873800191676,"phase1"
"YPL058C","CCG",60.2898579454227,"phase1"
"YPL058C","CCN",9.87864886779739,"phase1"
"YPL058C","CCQ",84.4208645824402,"phase1"
"YPL058C","CCR",15.6260681217952,"phase1"
"YPL058C","CCS",54.5480013990666,"phase1"
"YPL058C","CCV",26.6999694257714,"phase1"
"YPL058C","CDE",2.34271550216925,"phase1"
"YPL058C","CDH",1.97232865320068,"phase1"
"YPL058C","CDL",41.4997694000019,"phase1"
"YPL058C","CDT",73.4871839519685,"phase1"
"YPL058C","CEG",67.0704991870692,"phase1"
"YPL058C","CFF",2.29251365239774,"phase1"
"YPL058C","CGL",26.4806883151627,"phase1"
"YPL058C","CGN",51.6420399443445,"phase1"
"YPL058C","CGS",64.1364924216214,"phase1"
"YPL058C","CLB",55.4477898687213,"phase1"
"YPL058C","CLI",77.4236222305488,"phase1"
"YPL058C","CLN",19.3994195897537,"phase1"
"YPL058C","CLP",80.1896943298522,"phase1"
"YPL058C","CMI",41.6332623936474,"phase1"
"YPL058C","CNH",9.34186785365542,"phase1"
"YPL058C","CPI",30.0845017083972,"phase1"
"YPL058C","CPK",63.1354643789222,"phase1"
"YPL058C","CPN",60.5662981755776,"phase1"
"YPL058C","CQD",87.7535538511691,"phase1"
"YPL058C","CQF",64.7023044750664,"phase1"
"YPL058C","SACE_YCE",24.7393108114632,"phase1"
"YPL058C","SACE_YCK",40.0266727459575,"phase1"
"YPL058C","SACE_YCM",26.3356684329583,"phase1"
"YPL058C","SACE_YCR",12.1269138595062,"phase1"
"YPL058C","SACE_YCU",34.8844013939626,"phase1"
"YDL180W","AAP",18.1042747391749,"phase1"
"YDL180W","AFE",54.371282893143,"phase1"
"YDL180W","AKH",86.6266334295544,"phase1"
"YDL180W","AKI",13.0040715176989,"phase1"
"YDL180W","AKM",33.2659206536112,"phase1"
"YDL180W","AMP",18.4704389005858,"phase1"
"YDL180W","ANG",80.4546438283631,"phase1"
"YDL180W","ANN",69.2039827508759,"phase1"
"YDL180W","APQ",NA,"phase1"
"YDL180W","ATS",55.0908816527871,"phase1"
"YDL180W","BAF",1.94621162450029,"phase1"
"YDL180W","BAG",6.27194333810386,"phase1"
"YDL180W","BAI",80.8755758990753,"phase1"
"YDL180W","BAK",14.3317694924075,"phase1"
"YDL180W","BAL",73.0656889813906,"phase1"
"YDL180W","BAM",58.9612247113438,"phase1"
"YDL180W","BAN",73.5846334807644,"phase1"
"YDL180W","BAP",56.0736484187265,"phase1"
"YDL180W","BBQ",5.61578106678279,"phase1"
"YDL180W","BCK",84.4440918029353,"phase1"
"YDL180W","BDB",82.5677858686728,"phase1"
"YDL180W","BDL",70.225946765205,"phase1"
"YDL180W","BDP",73.3892255262731,"phase1"
"YDL180W","BEF",87.3754853672356,"phase1"
"YDL180W","BFH",68.7877629329279,"phase1"
"YDL180W","BFP",8.67236173855684,"phase1"
"YDL180W","BGD",0.453670949162822,"phase1"
"YDL180W","BGF",53.2299609322693,"phase1"
"YDL180W","BHG",0.752350375320302,"phase1"
"YDL180W","BHK",4.98413995408733,"phase1"
"YDL180W","BHM",16.6084262020465,"phase1"
"YDL180W","BHQ",72.3721800720714,"phase1"
"YDL180W","BMA",79.4221926883161,"phase1"
"YDL180W","BMB",86.3225533609033,"phase1"
"YDL180W","BMC",25.1816057132231,"phase1"
"YDL180W","BNC",86.302026858289,"phase1"
"YDL180W","BNV",43.5614066763238,"phase1"
"YDL180W","BQM",9.54836607943814,"phase1"
"YDL180W","BRK",28.0003569494171,"phase1"
"YDL180W","BVG",7.4346243906258,"phase1"
"YDL180W","CAE",23.4161689992885,"phase1"
"YDL180W","CBN",40.6496747217847,"phase1"
"YDL180W","CCD",71.8749540760825,"phase1"
"YDL180W","CCG",50.6835787853573,"phase1"
"YDL180W","CCN",67.8315382885756,"phase1"
"YDL180W","CCQ",16.4435317375071,"phase1"
"YDL180W","CCR",84.0260462332205,"phase1"
"YDL180W","CCS",8.11519164711564,"phase1"
"YDL180W","CCV",4.22289000634399,"phase1"
"YDL180W","CDE",44.3923718016447,"phase1"
"YDL180W","CDH",9.25616063498347,"phase1"
"YDL180W","CDL",5.06758685369301,"phase1"
"YDL180W","CDT",85.7322084856157,"phase1"
"YDL180W","CEG",3.45314457354954,"phase1"
"YDL180W","CFF",72.5984840959826,"phase1"
"YDL180W","CGL",56.3764274208895,"phase1"
"YDL180W","CGN",5.26915955372095,"phase1"
"YDL180W","CGS",78.944559361562,"phase1"
"YDL180W","CLB",76.2439677985965,"phase1"
"YDL180W","CLI",64.505851950827,"phase1"
"YDL180W","CLN",66.440389740764,"phase1"
"YDL180W","CLP",9.47355919136201,"phase1"
"YDL180W","CMI",39.5691920400191,"phase1"
"YDL180W","CNH",84.8833721482869,"phase1"
"YDL180W","CPI",45.9661327922403,"phase1"
"YDL180W","CPK",79.4310694865736,"phase1"
"YDL180W","CPN",69.4590756938054,"phase1"
"YDL180W","CQD",82.6884589377608,"phase1"
"YDL180W","CQF",86.3580603410561,"phase1"
"YDL180W","SACE_YCE",62.7487709471102,"phase1"
"YDL180W","SACE_YCK",5.02210555312493,"phase1"
"YDL180W","SACE_YCM",73.9915611844949,"phase1"
"YDL180W","SACE_YCR",86.690347028417,"phase1"
"YDL180W","SACE_YCU",81.1570415148358,"phase1"
"YLL028W","AAP",61.6027301215989,"phase1"
"YLL028W","AFE",64.13610380417,"phase1"
"YLL028W","AKH",60.4923573768916,"phase1"
"YLL028W","AKI",64.607158660826,"phase1"
"YLL028W","AKM",71.901327123388,"phase1"
"YLL028W","AMP",4.43281606090233,"phase1"
"YLL028W","ANG",80.1044344414996,"phase1"
"YLL028W","ANN",77.1890577766649,"phase1"
"YLL028W","APQ",59.2528929508832,"phase1"
"YLL028W","ATS",73.4943142393656,"phase1"
"YLL028W","BAF",5.74844727917338,"phase1"
"YLL028W","BAG",33.8376975371261,"phase1"
"YLL028W","BAI",73.1805283050805,"phase1"
"YLL028W","BAK",77.8679465297488,"phase1"
"YLL028W","BAL",74.3602804980121,"phase1"
"YLL028W","BAM",74.1173237405992,"phase1"
"YLL028W","BAN",6.5702968142198,"phase1"
"YLL028W","BAP",76.0409159962719,"phase1"
"YLL028W","BBQ",80.2829409348799,"phase1"
"YLL028W","BCK",77.0013727965486,"phase1"
"YLL028W","BDB",82.5204508903758,"phase1"
"YLL028W","BDL",20.8431803915942,"phase1"
"YLL028W","BDP",73.9143494676826,"phase1"
"YLL028W","BEF",80.0288916057594,"phase1"
"YLL028W","BFH",77.8067073314997,"phase1"
"YLL028W","BFP",75.1391175743885,"phase1"
"YLL028W","BGD",71.8371517732181,"phase1"
"YLL028W","BGF",63.9337471709354,"phase1"
"YLL028W","BHG",63.0289032659622,"phase1"
"YLL028W","BHK",74.737117737878,"phase1"
"YLL028W","BHM",75.7518356540191,"phase1"
"YLL028W","BHQ",78.4543735113271,"phase1"
"YLL028W","BMA",74.5253157127591,"phase1"
"YLL028W","BMB",76.5658395699584,"phase1"
"YLL028W","BMC",72.153552641718,"phase1"
"YLL028W","BNC",76.4730383309187,"phase1"
"YLL028W","BNV",63.124667163786,"phase1"
"YLL028W","BQM",66.9023206834458,"phase1"
"YLL028W","BRK",77.8598243968304,"phase1"
"YLL028W","BVG",5.66436462186364,"phase1"
"YLL028W","CAE",74.2757488840495,"phase1"
"YLL028W","CBN",30.5685027004537,"phase1"
"YLL028W","CCD",75.7525593860077,"phase1"
"YLL028W","CCG",74.8949345094074,"phase1"
"YLL028W","CCN",76.3549497159598,"phase1"
"YLL028W","CCQ",68.0143770239419,"phase1"
"YLL028W","CCR",72.380881849275,"phase1"
"YLL028W","CCS",11.3556244788176,"phase1"
"YLL028W","CCV",68.9490865998796,"phase1"
"YLL028W","CDE",69.5529102690181,"phase1"
"YLL028W","CDH",71.3153037042271,"phase1"
"YLL028W","CDL",80.8548648996488,"phase1"
"YLL028W","CDT",72.0331820239176,"phase1"
"YLL028W","CEG",62.954230863983,"phase1"
"YLL028W","CFF",77.6240430077967,"phase1"
"YLL028W","CGL",71.046971603408,"phase1"
"YLL028W","CGN",68.4766838783533,"phase1"
"YLL028W","CGS",75.5711504598881,"phase1"
"YLL028W","CLB",69.3688435014053,"phase1"
"YLL028W","CLI",69.010509188339,"phase1"
"YLL028W","CLN",76.4771800191288,"phase1"
"YLL028W","CLP",77.5080246957696,"phase1"
"YLL028W","CMI",66.3405397560267,"phase1"
"YLL028W","CNH",82.9379512646134,"phase1"
"YLL028W","CPI",72.4603419727438,"phase1"
"YLL028W","CPK",69.180757173517,"phase1"
"YLL028W","CPN",67.0739122999103,"phase1"
"YLL028W","CQD",67.1162851425804,"phase1"
"YLL028W","CQF",64.9776220405744,"phase1"
"YLL028W","SACE_YCE",82.9044264718088,"phase1"
"YLL028W","SACE_YCK",37.2279553764508,"phase1"
"YLL028W","SACE_YCM",58.7565458452014,"phase1"
"YLL028W","SACE_YCR",74.6226135313222,"phase1"
"YLL028W","SACE_YCU",82.2260848622933,"phase1"
"YLR095C","AAP",81.273461482163,"phase1"
"YLR095C","AFE",59.2525907823483,"phase1"
"YLR095C","AKH",15.1169574905726,"phase1"
"YLR095C","AKI",75.3246259439829,"phase1"
"YLR095C","AKM",71.3622930288502,"phase1"
"YLR095C","AMP",31.4055679748051,"phase1"
"YLR095C","ANG",46.1048908742172,"phase1"
"YLR095C","ANN",13.6015837486771,"phase1"
"YLR095C","APQ",31.8316664099112,"phase1"
"YLR095C","ATS",14.7953245196788,"phase1"
"YLR095C","BAF",33.3485703096571,"phase1"
"YLR095C","BAG",80.6283684334108,"phase1"
"YLR095C","BAI",24.5815184492524,"phase1"
"YLR095C","BAK",11.4633493889751,"phase1"
"YLR095C","BAL",42.351084416463,"phase1"
"YLR095C","BAM",38.9870526750033,"phase1"
"YLR095C","BAN",5.94677077468307,"phase1"
"YLR095C","BAP",49.1399159920355,"phase1"
"YLR095C","BBQ",9.34924157614553,"phase1"
"YLR095C","BCK",74.7324866167733,"phase1"
"YLR095C","BDB",85.0681868354789,"phase1"
"YLR095C","BDL",59.909143912003,"phase1"
"YLR095C","BDP",83.3563214342674,"phase1"
"YLR095C","BEF",14.5606600012441,"phase1"
"YLR095C","BFH",32.2343440896832,"phase1"
"YLR095C","BFP",74.0582562123643,"phase1"
"YLR095C","BGD",7.60822398542697,"phase1"
"YLR095C","BGF",21.6741362027578,"phase1"
"YLR095C","BHG",48.6064412730145,"phase1"
"YLR095C","BHK",8.22417006513061,"phase1"
"YLR095C","BHM",74.6792212063447,"phase1"
"YLR095C","BHQ",63.8286820406374,"phase1"
"YLR095C","BMA",14.4732166963714,"phase1"
"YLR095C","BMB",18.5008789399855,"phase1"
"YLR095C","BMC",66.2766473725852,"phase1"
"YLR095C","BNC",27.0446025090552,"phase1"
"YLR095C","BNV",61.8724290252462,"phase1"
"YLR095C","BQM",56.9147418224111,"phase1"
"YLR095C","BRK",64.9624773909202,"phase1"
"YLR095C","BVG",50.1393635990877,"phase1"
"YLR095C","CAE",2.83899379150997,"phase1"
"YLR095C","CBN",38.8369444598199,"phase1"
"YLR095C","CCD",45.7913504941276,"phase1"
"YLR095C","CCG",44.5614098716235,"phase1"
"YLR095C","CCN",62.1190595692421,"phase1"
"YLR095C","CCQ",50.1139975183647,"phase1"
"YLR095C","CCR",4.99217279759387,"phase1"
"YLR095C","CCS",35.003235882448,"phase1"
"YLR095C","CCV",26.7434479810166,"phase1"
"YLR095C","CDE",10.1961114030801,"phase1"
"YLR095C","CDH",23.1943159896503,"phase1"
"YLR095C","CDL",37.31849840014,"phase1"
"YLR095C","CDT",85.8192725484508,"phase1"
"YLR095C","CEG",43.5324448285014,"phase1"
"YLR095C","CFF",58.0938856664881,"phase1"
"YLR095C","CGL",15.0638162715864,"phase1"
"YLR095C","CGN",35.9734110750023,"phase1"
"YLR095C","CGS",81.9890192745549,"phase1"
"YLR095C","CLB",35.1089339500009,"phase1"
"YLR095C","CLI",10.749923824835,"phase1"
"YLR095C","CLN",12.0125210473734,"phase1"
"YLR095C","CLP",50.6177457736822,"phase1"
"YLR095C","CMI",44.988791341155,"phase1"
"YLR095C","CNH",0.72204019721093,"phase1"
"YLR095C","CPI",24.6270495983277,"phase1"
"YLR095C","CPK",70.2174286152922,"phase1"
"YLR095C","CPN",80.0965582471874,"phase1"
"YLR095C","CQD",9.91847236312222,"phase1"
"YLR095C","CQF",76.8937745295858,"phase1"
"YLR095C","SACE_YCE",4.46584044268021,"phase1"
"YLR095C","SACE_YCK",65.5571402090752,"phase1"
"YLR095C","SACE_YCM",85.5192505327044,"phase1"
"YLR095C","SACE_YCR",10.8961771462332,"phase1"
"YLR095C","SACE_YCU",33.6297921674256,"phase1"
"YML066C","AAP",NA,"phase1"
"YML066C","AFE",NA,"phase1"
"YML066C","AKH",NA,"phase1"
"YML066C","AKI",NA,"phase1"
"YML066C","AKM",NA,"phase1"
"YML066C","AMP",NA,"phase1"
"YML066C","ANG",NA,"phase1"
"YML066C","ANN",52.0301158628496,"phase1"
"YML066C","APQ",NA,"phase1"
"YML066C","ATS",NA,"phase1"
"YML066C","BAF",NA,"phase1"
"YML066C","BAG",NA,"phase1"
"YML066C","BAI",18.5028782604673,"phase1"
"YML066C","BAK",37.2752406763332,"phase1"
"YML066C","BAL",85.6350108799525,"phase1"
"YML066C","BAM",36.366625749751,"phase1"
"YML066C","BAN",NA,"phase1"
"YML066C","BAP",67.6733327981055,"phase1"
"YML066C","BBQ",49.9997304092795,"phase1"
"YML066C","BCK",NA,"phase1"
"YML066C","BDB",NA,"phase1"
"YML066C","BDL",NA,"phase1"
"YML066C","BDP",NA,"phase1"
"YML066C","BEF",NA,"phase1"
"YML066C","BFH",NA,"phase1"
"YML066C","BFP",NA,"phase1"
"YML066C","BGD",NA,"phase1"
"YML066C","BGF",NA,"phase1"
"YML066C","BHG",44.656403448941,"phase1"
"YML066C","BHK",67.0600741856793,"phase1"
"YML066C","BHM",NA,"phase1"
"YML066C","BHQ",51.1420567632738,"phase1"
"YML066C","BMA",NA,"phase1"
"YML066C","BMB",38.3820733296359,"phase1"
"YML066C","BMC",NA,"phase1"
"YML066C","BNC",NA,"phase1"
"YML066C","BNV",69.0875584437836,"phase1"
"YML066C","BQM",44.6349257521568,"phase1"
"YML066C","BRK",NA,"phase1"
"YML066C","BVG",NA,"phase1"
"YML066C","CAE",46.1287553700838,"phase1"
"YML066C","CBN",NA,"phase1"
"YML066C","CCD",43.1697008540436,"phase1"
"YML066C","CCG",NA,"phase1"
"YML066C","CCN",NA,"phase1"
"YML066C","CCQ",NA,"phase1"
"YML066C","CCR",NA,"phase1"
"YML066C","CCS",80.8835997851243,"phase1"
"YML066C","CCV",NA,"phase1"
"YML066C","CDE",NA,"phase1"
"YML066C","CDH",NA,"phase1"
"YML066C","CDL",NA,"phase1"
"YML066C","CDT",58.392006605144,"phase1"
"YML066C","CEG",NA,"phase1"
"YML066C","CFF",51.1887738636202,"phase1"
"YML066C","CGL",NA,"phase1"
"YML066C","CGN",NA,"phase1"
"YML066C","CGS",NA,"phase1"
"YML066C","CLB",NA,"phase1"
"YML066C","CLI",53.1408233979587,"phase1"
"YML066C","CLN",83.9611947881872,"phase1"
"YML066C","CLP",NA,"phase1"
"YML066C","CMI",NA,"phase1"
"YML066C","CNH",NA,"phase1"
"YML066C","CPI",64.7918406496836,"phase1"
"YML066C","CPK",18.7697725246785,"phase1"
"YML066C","CPN",NA,"phase1"
"YML066C","CQD",38.0498880539998,"phase1"
"YML066C","CQF",46.5123662098427,"phase1"
"YML066C","SACE_YCE",NA,"phase1"
"YML066C","SACE_YCK",NA,"phase1"
"YML066C","SACE_YCM",NA,"phase1"
"YML066C","SACE_YCR",70.0568377004834,"phase1"
"YML066C","SACE_YCU",NA,"phase1"
"YIL119C","AAP",43.1783681805045,"phase1"
"YIL119C","AFE",5.4077101636298,"phase1"
"YIL119C","AKH",84.6215751315206,"phase1"
"YIL119C","AKI",45.1892855689778,"phase1"
"YIL119C","AKM",80.9577678221185,"phase1"
"YIL119C","AMP",79.7714823066021,"phase1"
"YIL119C","ANG",65.2185015336472,"phase1"
"YIL119C","ANN",60.2543822961918,"phase1"
"YIL119C","APQ",66.8214225360631,"phase1"
"YIL119C","ATS",67.8761276378113,"phase1"
"YIL119C","BAF",84.9902514419033,"phase1"
"YIL119C","BAG",NA,"phase1"
"YIL119C","BAI",76.123385405388,"phase1"
"YIL119C","BAK",84.9674732009669,"phase1"
"YIL119C","BAL",61.7916601411541,"phase1"
"YIL119C","BAM",44.8208773894602,"phase1"
"YIL119C","BAN",60.7369800631592,"phase1"
"YIL119C","BAP",5.10004053555441,"phase1"
"YIL119C","BBQ",79.6539711686041,"phase1"
"YIL119C","BCK",82.7722709352724,"phase1"
"YIL119C","BDB",3.92007739858901,"phase1"
"YIL119C","BDL",25.0758481352343,"phase1"
"YIL119C","BDP",4.00634761253616,"phase1"
"YIL119C","BEF",50.1074327927887,"phase1"
"YIL119C","BFH",79.5048883949417,"phase1"
"YIL119C","BFP",0.0806145495858285,"phase1"
"YIL119C","BGD",9.29907281614659,"phase1"
"YIL119C","BGF",6.30316709531402,"phase1"
"YIL119C","BHG",77.5072054702372,"phase1"
"YIL119C","BHK",62.8988677510271,"phase1"
"YIL119C","BHM",76.0260504537459,"phase1"
"YIL119C","BHQ",73.4735755173013,"phase1"
"YIL119C","BMA",67.6095918127745,"phase1"
"YIL119C","BMB",60.27963769932,"phase1"
"YIL119C","BMC",21.5708506499049,"phase1"
"YIL119C","BNC",33.1843126294551,"phase1"
"YIL119C","BNV",73.6188666093587,"phase1"
"YIL119C","BQM",NA,"phase1"
"YIL119C","BRK",6.33732994243067,"phase1"
"YIL119C","BVG",82.5792912616957,"phase1"
"YIL119C","CAE",NA,"phase1"
"YIL119C","CBN",78.1013606096684,"phase1"
"YIL119C","CCD",42.8372198268779,"phase1"
"YIL119C","CCG",22.7721733556123,"phase1"
"YIL119C","CCN",NA,"phase1"
"YIL119C","CCQ",56.9104749892768,"phase1"
"YIL119C","CCR",50.8240994218358,"phase1"
"YIL119C","CCS",81.3851769059568,"phase1"
"YIL119C","CCV",65.2620863108727,"phase1"
"YIL119C","CDE",77.2544181622344,"phase1"
"YIL119C","CDH",3.46288017932077,"phase1"
"YIL119C","CDL",76.0674645758939,"phase1"
"YIL119C","CDT",60.6009754769296,"phase1"
"YIL119C","CEG",45.9603041790446,"phase1"
"YIL119C","CFF",45.9746450700493,"phase1"
"YIL119C","CGL",51.0086903168203,"phase1"
"YIL119C","CGN",78.5492857990504,"phase1"
"YIL119C","CGS",74.6782163586716,"phase1"
"YIL119C","CLB",47.842976509388,"phase1"
"YIL119C","CLI",63.5902734625097,"phase1"
"YIL119C","CLN",12.826586012904,"phase1"
"YIL119C","CLP",25.8578517895494,"phase1"
"YIL119C","CMI",73.011735718311,"phase1"
"YIL119C","CNH",1.55055214821365,"phase1"
"YIL119C","CPI",72.5545683791338,"phase1"
"YIL119C","CPK",NA,"phase1"
"YIL119C","CPN",79.5918486031784,"phase1"
"YIL119C","CQD",79.148836501937,"phase1"
"YIL119C","CQF",58.0930257327197,"phase1"
"YIL119C","SACE_YCE",30.6338781401187,"phase1"
"YIL119C","SACE_YCK",NA,"phase1"
"YIL119C","SACE_YCM",NA,"phase1"
"YIL119C","SACE_YCR",81.4681914411848,"phase1"
"YIL119C","SACE_YCU",81.5029607398761,"phase1"
"YBL098W","AAP",73.0418693189213,"phase1"
"YBL098W","AFE",17.661023371559,"phase1"
"YBL098W","AKH",70.0900997395988,"phase1"
"YBL098W","AKI",58.197334423638,"phase1"
"YBL098W","AKM",26.8973412458681,"phase1"
"YBL098W","AMP",80.7196401000427,"phase1"
"YBL098W","ANG",51.5401560414557,"phase1"
"YBL098W","ANN",70.2575703710397,"phase1"
"YBL098W","APQ",19.2349027211838,"phase1"
"YBL098W","ATS",53.0858636245172,"phase1"
"YBL098W","BAF",48.7844688917554,"phase1"
"YBL098W","BAG",56.1428021001574,"phase1"
"YBL098W","BAI",66.8625502871012,"phase1"
"YBL098W","BAK",17.2464111944382,"phase1"
"YBL098W","BAL",65.0162472860363,"phase1"
"YBL098W","BAM",66.9597841410862,"phase1"
"YBL098W","BAN",16.6661349625796,"phase1"
"YBL098W","BAP",56.3308692080318,"phase1"
"YBL098W","BBQ",54.8279060115225,"phase1"
"YBL098W","BCK",77.5355886248558,"phase1"
"YBL098W","BDB",80.987557473499,"phase1"
