"gene","strain","value","stat"
"YJL194W","SACE_YCR",0.220736280694782,"r2_adj"
"YJL194W","SACE_YCU",0.255288164524433,"r2_adj"
"YHR022C","AAP",NA,"r2_adj"
"YHR022C","AFE",-0.0259771144986491,"r2_adj"
"YHR022C","AKH",-0.0123944116604673,"r2_adj"
"YHR022C","AKI",-0.0281392955639732,"r2_adj"
"YHR022C","AKM",-0.0122111298183898,"r2_adj"
"YHR022C","AMP",NA,"r2_adj"
"YHR022C","ANG",-0.00608947080086808,"r2_adj"
"YHR022C","ANN",-0.00466102387447198,"r2_adj"
"YHR022C","APQ",0.114835534860987,"r2_adj"
"YHR022C","ATS",NA,"r2_adj"
"YHR022C","BAF",-0.0133987922505414,"r2_adj"
"YHR022C","BAG",0.0322416133235465,"r2_adj"
"YHR022C","BAI",NA,"r2_adj"
"YHR022C","BAK",NA,"r2_adj"
"YHR022C","BAL",-0.00442955887702356,"r2_adj"
"YHR022C","BAM",-0.00439005289548211,"r2_adj"
"YHR022C","BAN",0.000984963619595436,"r2_adj"
"YHR022C","BAP",0.00179518462069261,"r2_adj"
"YHR022C","BBQ",0.0338481977226681,"r2_adj"
"YHR022C","BCK",-0.0117664618437645,"r2_adj"
"YHR022C","BDB",0.00750406148710347,"r2_adj"
"YHR022C","BDL",-0.0595559219460118,"r2_adj"
"YHR022C","BDP",0.00012082732637031,"r2_adj"
"YHR022C","BEF",-0.00027864787409948,"r2_adj"
"YHR022C","BFH",NA,"r2_adj"
"YHR022C","BFP",-0.00347767976936875,"r2_adj"
"YHR022C","BGD",NA,"r2_adj"
"YHR022C","BGF",NA,"r2_adj"
"YHR022C","BHG",0.0116751412502426,"r2_adj"
"YHR022C","BHK",-0.0113400021367722,"r2_adj"
"YHR022C","BHM",NA,"r2_adj"
"YHR022C","BHQ",-0.000542988801730759,"r2_adj"
"YHR022C","BMA",NA,"r2_adj"
"YHR022C","BMB",0.00147050243808866,"r2_adj"
"YHR022C","BMC",-0.0148334816239419,"r2_adj"
"YHR022C","BNC",-0.00070705325991649,"r2_adj"
"YHR022C","BNV",NA,"r2_adj"
"YHR022C","BQM",NA,"r2_adj"
"YHR022C","BRK",-0.0710942480724523,"r2_adj"
"YHR022C","BVG",NA,"r2_adj"
"YHR022C","CAE",0.00265042184917297,"r2_adj"
"YHR022C","CBN",-0.053027799606806,"r2_adj"
"YHR022C","CCD",0.00989620984033512,"r2_adj"
"YHR022C","CCG",NA,"r2_adj"
"YHR022C","CCN",NA,"r2_adj"
"YHR022C","CCQ",NA,"r2_adj"
"YHR022C","CCR",0.00415589973726249,"r2_adj"
"YHR022C","CCS",-0.00528613894919827,"r2_adj"
"YHR022C","CCV",0.00625853115994746,"r2_adj"
"YHR022C","CDE",-0.000714665204918807,"r2_adj"
"YHR022C","CDH",NA,"r2_adj"
"YHR022C","CDL",NA,"r2_adj"
"YHR022C","CDT",-0.014221210730482,"r2_adj"
"YHR022C","CEG",NA,"r2_adj"
"YHR022C","CFF",-0.0180940427144749,"r2_adj"
"YHR022C","CGL",-0.00607100604815924,"r2_adj"
"YHR022C","CGN",-0.00102013469671269,"r2_adj"
"YHR022C","CGS",-0.0028219627599062,"r2_adj"
"YHR022C","CLB",0.00201993545691526,"r2_adj"
"YHR022C","CLI",-0.00234584154253392,"r2_adj"
"YHR022C","CLN",0.0291616637664736,"r2_adj"
"YHR022C","CLP",-0.0104307481419239,"r2_adj"
"YHR022C","CMI",-0.00541022190428619,"r2_adj"
"YHR022C","CNH",NA,"r2_adj"
"YHR022C","CPI",0.00275984004179342,"r2_adj"
"YHR022C","CPK",0.00161662335064572,"r2_adj"
"YHR022C","CPN",-0.00372372522729103,"r2_adj"
"YHR022C","CQD",-0.00886687100500239,"r2_adj"
"YHR022C","CQF",-0.00220512684269925,"r2_adj"
"YHR022C","SACE_YCE",NA,"r2_adj"
"YHR022C","SACE_YCK",0.0765317877426324,"r2_adj"
"YHR022C","SACE_YCM",NA,"r2_adj"
"YHR022C","SACE_YCR",-0.0029443888815861,"r2_adj"
"YHR022C","SACE_YCU",0.00535488558676933,"r2_adj"
"YMR246W","AAP",0.3439280817391,"r2_adj"
"YMR246W","AFE",0.0333649710898758,"r2_adj"
"YMR246W","AKH",0.132629744513682,"r2_adj"
"YMR246W","AKI",0.0862388735267773,"r2_adj"
"YMR246W","AKM",0.000791999428829127,"r2_adj"
"YMR246W","AMP",0.152979038053448,"r2_adj"
"YMR246W","ANG",0.0875602241990326,"r2_adj"
"YMR246W","ANN",0.07819291639312,"r2_adj"
"YMR246W","APQ",0.0408168210937568,"r2_adj"
"YMR246W","ATS",-0.00853430945458866,"r2_adj"
"YMR246W","BAF",0.0946797123720788,"r2_adj"
"YMR246W","BAG",0.0614224409019197,"r2_adj"
"YMR246W","BAI",0.0668780031776793,"r2_adj"
"YMR246W","BAK",0.0222157801183999,"r2_adj"
"YMR246W","BAL",0.0585958213552418,"r2_adj"
"YMR246W","BAM",0.0842204064611599,"r2_adj"
"YMR246W","BAN",0.0903962443635483,"r2_adj"
"YMR246W","BAP",0.0427312640245998,"r2_adj"
"YMR246W","BBQ",0.0427843280023124,"r2_adj"
"YMR246W","BCK",0.0551623784407247,"r2_adj"
"YMR246W","BDB",0.233412517767655,"r2_adj"
"YMR246W","BDL",-0.0644184452797119,"r2_adj"
"YMR246W","BDP",0.0831630247798858,"r2_adj"
"YMR246W","BEF",0.0838307117062672,"r2_adj"
"YMR246W","BFH",0.0447129798605144,"r2_adj"
"YMR246W","BFP",0.0809470914765658,"r2_adj"
"YMR246W","BGD",0.0408470439868571,"r2_adj"
"YMR246W","BGF",0.107074454514824,"r2_adj"
"YMR246W","BHG",0.105628165283942,"r2_adj"
"YMR246W","BHK",-0.00348727927710391,"r2_adj"
"YMR246W","BHM",0.185756299664266,"r2_adj"
"YMR246W","BHQ",0.0618407381055271,"r2_adj"
"YMR246W","BMA",0.0388229932670088,"r2_adj"
"YMR246W","BMB",0.067486874558317,"r2_adj"
"YMR246W","BMC",-0.0093990625117486,"r2_adj"
"YMR246W","BNC",0.0857192866046345,"r2_adj"
"YMR246W","BNV",0.0483449334450868,"r2_adj"
"YMR246W","BQM",0.0980457177655335,"r2_adj"
"YMR246W","BRK",0.283201159314065,"r2_adj"
"YMR246W","BVG",0.0809039456176405,"r2_adj"
"YMR246W","CAE",0.0892610917520678,"r2_adj"
"YMR246W","CBN",0.433109611593331,"r2_adj"
"YMR246W","CCD",0.0157018131002731,"r2_adj"
"YMR246W","CCG",0.129493060783739,"r2_adj"
"YMR246W","CCN",0.176793749058986,"r2_adj"
"YMR246W","CCQ",0.0435504880266776,"r2_adj"
"YMR246W","CCR",0.117413946899445,"r2_adj"
"YMR246W","CCS",0.153622506899741,"r2_adj"
"YMR246W","CCV",0.0761012776941019,"r2_adj"
"YMR246W","CDE",0.0780769283194629,"r2_adj"
"YMR246W","CDH",0.2461895386091,"r2_adj"
"YMR246W","CDL",0.0596277879721295,"r2_adj"
"YMR246W","CDT",0.0243302901621679,"r2_adj"
"YMR246W","CEG",0.13667047715723,"r2_adj"
"YMR246W","CFF",-0.0283841764061123,"r2_adj"
"YMR246W","CGL",0.057421114958193,"r2_adj"
"YMR246W","CGN",0.038926888257877,"r2_adj"
"YMR246W","CGS",0.0368302412383585,"r2_adj"
"YMR246W","CLB",0.0395577153499221,"r2_adj"
"YMR246W","CLI",0.0338986015820609,"r2_adj"
"YMR246W","CLN",0.104221756577474,"r2_adj"
"YMR246W","CLP",0.0275448678948663,"r2_adj"
"YMR246W","CMI",0.103063458636619,"r2_adj"
"YMR246W","CNH",-0.0160045378202782,"r2_adj"
"YMR246W","CPI",0.0998831630137372,"r2_adj"
"YMR246W","CPK",0.0797340059926006,"r2_adj"
"YMR246W","CPN",0.107750660866464,"r2_adj"
"YMR246W","CQD",0.128642634471287,"r2_adj"
"YMR246W","CQF",0.0749355428387173,"r2_adj"
"YMR246W","SACE_YCE",0.0927098658656542,"r2_adj"
"YMR246W","SACE_YCK",0.123204803498221,"r2_adj"
"YMR246W","SACE_YCM",0.0510154904907124,"r2_adj"
"YMR246W","SACE_YCR",0.0672196463096045,"r2_adj"
"YMR246W","SACE_YCU",0.0459320255851873,"r2_adj"
"YBR157C","AAP",-0.0151136377729879,"r2_adj"
"YBR157C","AFE",-0.0338766452218691,"r2_adj"
"YBR157C","AKH",NA,"r2_adj"
"YBR157C","AKI",NA,"r2_adj"
"YBR157C","AKM",NA,"r2_adj"
"YBR157C","AMP",NA,"r2_adj"
"YBR157C","ANG",-0.00149793610437698,"r2_adj"
"YBR157C","ANN",-0.0048987061089345,"r2_adj"
"YBR157C","APQ",NA,"r2_adj"
"YBR157C","ATS",0.00942393278418763,"r2_adj"
"YBR157C","BAF",0.0529876669237063,"r2_adj"
"YBR157C","BAG",NA,"r2_adj"
"YBR157C","BAI",0.00151031669317447,"r2_adj"
"YBR157C","BAK",0.004841521231013,"r2_adj"
"YBR157C","BAL",NA,"r2_adj"
"YBR157C","BAM",-0.00370249407047174,"r2_adj"
"YBR157C","BAN",NA,"r2_adj"
"YBR157C","BAP",NA,"r2_adj"
"YBR157C","BBQ",-0.00674020597666036,"r2_adj"
"YBR157C","BCK",-0.0084286838218488,"r2_adj"
"YBR157C","BDB",0.0100309900622788,"r2_adj"
"YBR157C","BDL",NA,"r2_adj"
"YBR157C","BDP",-0.00784825068847272,"r2_adj"
"YBR157C","BEF",NA,"r2_adj"
"YBR157C","BFH",NA,"r2_adj"
"YBR157C","BFP",NA,"r2_adj"
"YBR157C","BGD",NA,"r2_adj"
"YBR157C","BGF",-0.018581600001965,"r2_adj"
"YBR157C","BHG",NA,"r2_adj"
"YBR157C","BHK",-0.00575305055420294,"r2_adj"
"YBR157C","BHM",NA,"r2_adj"
"YBR157C","BHQ",NA,"r2_adj"
"YBR157C","BMA",-0.0106211265908807,"r2_adj"
"YBR157C","BMB",NA,"r2_adj"
"YBR157C","BMC",NA,"r2_adj"
"YBR157C","BNC",NA,"r2_adj"
"YBR157C","BNV",-0.00364219484563755,"r2_adj"
"YBR157C","BQM",NA,"r2_adj"
"YBR157C","BRK",NA,"r2_adj"
"YBR157C","BVG",0.00539305472258222,"r2_adj"
"YBR157C","CAE",-0.00633796750835103,"r2_adj"
"YBR157C","CBN",NA,"r2_adj"
"YBR157C","CCD",NA,"r2_adj"
"YBR157C","CCG",-0.0199353225960461,"r2_adj"
"YBR157C","CCN",NA,"r2_adj"
"YBR157C","CCQ",NA,"r2_adj"
"YBR157C","CCR",-0.00399851455162281,"r2_adj"
"YBR157C","CCS",-0.00697211869785908,"r2_adj"
"YBR157C","CCV",NA,"r2_adj"
"YBR157C","CDE",NA,"r2_adj"
"YBR157C","CDH",NA,"r2_adj"
"YBR157C","CDL",-0.00200083650467908,"r2_adj"
"YBR157C","CDT",NA,"r2_adj"
"YBR157C","CEG",NA,"r2_adj"
"YBR157C","CFF",-0.00600316875519535,"r2_adj"
"YBR157C","CGL",0.00403150913087313,"r2_adj"
"YBR157C","CGN",NA,"r2_adj"
"YBR157C","CGS",0.00533287596665399,"r2_adj"
"YBR157C","CLB",-0.00098226037706528,"r2_adj"
"YBR157C","CLI",-0.00448375766573306,"r2_adj"
"YBR157C","CLN",-0.0377074059475391,"r2_adj"
"YBR157C","CLP",NA,"r2_adj"
"YBR157C","CMI",-0.00924231382308571,"r2_adj"
"YBR157C","CNH",NA,"r2_adj"
"YBR157C","CPI",-0.000150630373715321,"r2_adj"
"YBR157C","CPK",-0.00345590580751454,"r2_adj"
"YBR157C","CPN",-0.000943871199991175,"r2_adj"
"YBR157C","CQD",-0.00136632981495244,"r2_adj"
"YBR157C","CQF",0.00381537869242232,"r2_adj"
"YBR157C","SACE_YCE",NA,"r2_adj"
"YBR157C","SACE_YCK",NA,"r2_adj"
"YBR157C","SACE_YCM",NA,"r2_adj"
"YBR157C","SACE_YCR",NA,"r2_adj"
"YBR157C","SACE_YCU",NA,"r2_adj"
"YNL134C","AAP",0.0992801978294048,"r2_adj"
"YNL134C","AFE",0.0742538101580785,"r2_adj"
"YNL134C","AKH",0.00846452724479152,"r2_adj"
"YNL134C","AKI",0.0700422294859665,"r2_adj"
"YNL134C","AKM",0.00905822254040689,"r2_adj"
"YNL134C","AMP",0.0277453412878195,"r2_adj"
"YNL134C","ANG",0.00384439648902168,"r2_adj"
"YNL134C","ANN",0.00256934127211106,"r2_adj"
"YNL134C","APQ",NA,"r2_adj"
"YNL134C","ATS",0.00517162313318731,"r2_adj"
"YNL134C","BAF",0.0394093801835951,"r2_adj"
"YNL134C","BAG",0.00435493522161567,"r2_adj"
"YNL134C","BAI",-0.00612642777589256,"r2_adj"
"YNL134C","BAK",-0.00896196713498743,"r2_adj"
"YNL134C","BAL",0.0322638832672935,"r2_adj"
"YNL134C","BAM",0.00163609820893029,"r2_adj"
"YNL134C","BAN",0.0478261196175258,"r2_adj"
"YNL134C","BAP",0.00210409285003699,"r2_adj"
"YNL134C","BBQ",0.0109378078166498,"r2_adj"
"YNL134C","BCK",0.00198665855508995,"r2_adj"
"YNL134C","BDB",0.041104730137261,"r2_adj"
"YNL134C","BDL",0.0565105164891835,"r2_adj"
"YNL134C","BDP",-0.000577230143446572,"r2_adj"
"YNL134C","BEF",0.0437003699634267,"r2_adj"
"YNL134C","BFH",-0.00489103713770933,"r2_adj"
"YNL134C","BFP",-0.00172531759371775,"r2_adj"
"YNL134C","BGD",-0.0203593646339473,"r2_adj"
"YNL134C","BGF",-0.00267880303077783,"r2_adj"
"YNL134C","BHG",0.124654234932295,"r2_adj"
"YNL134C","BHK",-0.0143671558841427,"r2_adj"
"YNL134C","BHM",-0.0224114671713904,"r2_adj"
"YNL134C","BHQ",0.0140504028484572,"r2_adj"
"YNL134C","BMA",-0.000996693204299959,"r2_adj"
"YNL134C","BMB",-0.00904535675385398,"r2_adj"
"YNL134C","BMC",0.00101200049674399,"r2_adj"
"YNL134C","BNC",0.000350882777346406,"r2_adj"
"YNL134C","BNV",0.0303321894205306,"r2_adj"
"YNL134C","BQM",-0.0110912888288592,"r2_adj"
"YNL134C","BRK",0.0581308302163409,"r2_adj"
"YNL134C","BVG",-0.0229758211315279,"r2_adj"
"YNL134C","CAE",0.0686902771022118,"r2_adj"
"YNL134C","CBN",-0.0911833888881326,"r2_adj"
"YNL134C","CCD",0.016574245933436,"r2_adj"
"YNL134C","CCG",-0.00173272883783304,"r2_adj"
"YNL134C","CCN",-0.0388423408136735,"r2_adj"
"YNL134C","CCQ",0.020780266042788,"r2_adj"
"YNL134C","CCR",0.00985834197793212,"r2_adj"
"YNL134C","CCS",0.0210601657349662,"r2_adj"
"YNL134C","CCV",0.023074109377565,"r2_adj"
"YNL134C","CDE",0.00882148425335272,"r2_adj"
"YNL134C","CDH",-0.0276934314509263,"r2_adj"
"YNL134C","CDL",-0.000203178334407639,"r2_adj"
"YNL134C","CDT",-0.00164041222224043,"r2_adj"
"YNL134C","CEG",-0.00281348888450084,"r2_adj"
"YNL134C","CFF",0.0469815136972884,"r2_adj"
"YNL134C","CGL",0.00153625298947246,"r2_adj"
"YNL134C","CGN",0.00925905403588267,"r2_adj"
"YNL134C","CGS",0.0013998084671516,"r2_adj"
"YNL134C","CLB",0.00670140107283967,"r2_adj"
"YNL134C","CLI",0.0068106252700515,"r2_adj"
"YNL134C","CLN",0.040799633938559,"r2_adj"
"YNL134C","CLP",0.00724683956460404,"r2_adj"
"YNL134C","CMI",0.0159683229244102,"r2_adj"
"YNL134C","CNH",0.271662422473211,"r2_adj"
"YNL134C","CPI",0.0166131317925905,"r2_adj"
"YNL134C","CPK",0.00846897586017259,"r2_adj"
"YNL134C","CPN",0.00681604742609709,"r2_adj"
"YNL134C","CQD",0.00274269082344847,"r2_adj"
"YNL134C","CQF",0.0223451843985339,"r2_adj"
"YNL134C","SACE_YCE",0.159875510433255,"r2_adj"
"YNL134C","SACE_YCK",0.179323500976355,"r2_adj"
"YNL134C","SACE_YCM",0.00111057623902544,"r2_adj"
"YNL134C","SACE_YCR",0.0334958407262214,"r2_adj"
"YNL134C","SACE_YCU",-0.0227699834432316,"r2_adj"
"YOL101C","AAP",0.2997139936829,"r2_adj"
"YOL101C","AFE",0.027999014486227,"r2_adj"
"YOL101C","AKH",0.00282629847162741,"r2_adj"
"YOL101C","AKI",-0.0194536584139253,"r2_adj"
"YOL101C","AKM",0.00807199468182829,"r2_adj"
"YOL101C","AMP",0.00731579854653541,"r2_adj"
"YOL101C","ANG",-0.00698722160951371,"r2_adj"
"YOL101C","ANN",0.00606025421584711,"r2_adj"
"YOL101C","APQ",-0.0697257292851938,"r2_adj"
"YOL101C","ATS",0.0137073360932768,"r2_adj"
"YOL101C","BAF",0.0367025778568588,"r2_adj"
"YOL101C","BAG",-0.0308644798872428,"r2_adj"
"YOL101C","BAI",4.11086081489875e-05,"r2_adj"
"YOL101C","BAK",0.0223532355881858,"r2_adj"
"YOL101C","BAL",0.0104786699489793,"r2_adj"
"YOL101C","BAM",-0.0041724195870505,"r2_adj"
"YOL101C","BAN",-0.00226393114687262,"r2_adj"
"YOL101C","BAP",-0.0107253086513108,"r2_adj"
"YOL101C","BBQ",0.00281380370481799,"r2_adj"
"YOL101C","BCK",0.0127987250311522,"r2_adj"
"YOL101C","BDB",-0.0106124598879365,"r2_adj"
"YOL101C","BDL",0.0353565800820258,"r2_adj"
"YOL101C","BDP",-0.0142615365616905,"r2_adj"
"YOL101C","BEF",0.0516493202151348,"r2_adj"
"YOL101C","BFH",-0.00662084760247161,"r2_adj"
"YOL101C","BFP",0.000459178296514984,"r2_adj"
"YOL101C","BGD",0.0192964083011261,"r2_adj"
"YOL101C","BGF",0.0663674617962284,"r2_adj"
"YOL101C","BHG",0.00688122515651879,"r2_adj"
"YOL101C","BHK",-0.00467636114921066,"r2_adj"
"YOL101C","BHM",-0.0350733954297908,"r2_adj"
"YOL101C","BHQ",0.0093632955989621,"r2_adj"
"YOL101C","BMA",-0.00252840367205942,"r2_adj"
"YOL101C","BMB",0.00953337779506913,"r2_adj"
"YOL101C","BMC",0.0206339504319132,"r2_adj"
"YOL101C","BNC",-0.013396559462284,"r2_adj"
"YOL101C","BNV",-0.00393612966932211,"r2_adj"
"YOL101C","BQM",0.0270097248975973,"r2_adj"
"YOL101C","BRK",-0.0492930007913632,"r2_adj"
"YOL101C","BVG",0.00706103425250748,"r2_adj"
"YOL101C","CAE",-0.00035050641761325,"r2_adj"
"YOL101C","CBN",0.152992750144559,"r2_adj"
"YOL101C","CCD",0.0026901301824177,"r2_adj"
"YOL101C","CCG",0.037323789925658,"r2_adj"
"YOL101C","CCN",0.00579984428354197,"r2_adj"
"YOL101C","CCQ",0.0260592721540351,"r2_adj"
"YOL101C","CCR",0.00328772692165291,"r2_adj"
"YOL101C","CCS",-0.00597952679807445,"r2_adj"
"YOL101C","CCV",0.0109140690962557,"r2_adj"
"YOL101C","CDE",-0.00659727033962199,"r2_adj"
"YOL101C","CDH",0.0417181017064518,"r2_adj"
"YOL101C","CDL",-0.000725733454844502,"r2_adj"
"YOL101C","CDT",0.010245228146826,"r2_adj"
"YOL101C","CEG",0.0439798267442575,"r2_adj"
"YOL101C","CFF",0.0125528510801451,"r2_adj"
"YOL101C","CGL",0.0235503546655228,"r2_adj"
"YOL101C","CGN",0.0246181793286336,"r2_adj"
"YOL101C","CGS",0.00652447243705956,"r2_adj"
"YOL101C","CLB",0.000117068937303011,"r2_adj"
"YOL101C","CLI",-0.0062971530009921,"r2_adj"
"YOL101C","CLN",-0.0202047410362676,"r2_adj"
"YOL101C","CLP",0.0285967765390013,"r2_adj"
"YOL101C","CMI",0.006955436186451,"r2_adj"
"YOL101C","CNH",-0.018734219320814,"r2_adj"
"YOL101C","CPI",0.0529954931878119,"r2_adj"
"YOL101C","CPK",0.00633581258975613,"r2_adj"
"YOL101C","CPN",-0.00259055822088827,"r2_adj"
"YOL101C","CQD",0.0496918830956006,"r2_adj"
"YOL101C","CQF",0.0177837189303049,"r2_adj"
"YOL101C","SACE_YCE",0.0215751693051145,"r2_adj"
"YOL101C","SACE_YCK",NA,"r2_adj"
"YOL101C","SACE_YCM",-0.0403834023463627,"r2_adj"
"YOL101C","SACE_YCR",0.00697286525287866,"r2_adj"
"YOL101C","SACE_YCU",-0.0180136949249727,"r2_adj"
"YDR342C","AAP",0.0437880488050159,"r2_adj"
"YDR342C","AFE",0.0412818544092796,"r2_adj"
"YDR342C","AKH",0.000701618725369446,"r2_adj"
"YDR342C","AKI",0.034541980232629,"r2_adj"
"YDR342C","AKM",0.0486798524043028,"r2_adj"
"YDR342C","AMP",0.0550136318362902,"r2_adj"
"YDR342C","ANG",0.0115116030955399,"r2_adj"
"YDR342C","ANN",-0.0064534628491435,"r2_adj"
"YDR342C","APQ",0.0894959898251704,"r2_adj"
"YDR342C","ATS",0.00552307357557813,"r2_adj"
"YDR342C","BAF",0.0742351287174807,"r2_adj"
"YDR342C","BAG",-0.0235779864515715,"r2_adj"
"YDR342C","BAI",0.0137552597209797,"r2_adj"
"YDR342C","BAK",0.00967958745661468,"r2_adj"
"YDR342C","BAL",0.00598109299301697,"r2_adj"
"YDR342C","BAM",-0.00387571518706631,"r2_adj"
"YDR342C","BAN",0.0954178446714833,"r2_adj"
"YDR342C","BAP",0.0115304678587465,"r2_adj"
"YDR342C","BBQ",-0.00402067612713752,"r2_adj"
"YDR342C","BCK",0.000863515081282351,"r2_adj"
"YDR342C","BDB",0.0433729240797665,"r2_adj"
"YDR342C","BDL",-0.0595559219460118,"r2_adj"
"YDR342C","BDP",-0.00715928020126189,"r2_adj"
"YDR342C","BEF",0.0180144628762859,"r2_adj"
"YDR342C","BFH",0.07071524574512,"r2_adj"
"YDR342C","BFP",0.0336107607100078,"r2_adj"
"YDR342C","BGD",-0.0178231737402612,"r2_adj"
"YDR342C","BGF",0.10598779381515,"r2_adj"
"YDR342C","BHG",0.0178830641153642,"r2_adj"
"YDR342C","BHK",0.00668637408860429,"r2_adj"
"YDR342C","BHM",0.0702600111238558,"r2_adj"
"YDR342C","BHQ",-0.000971009901344688,"r2_adj"
"YDR342C","BMA",0.00340033235110637,"r2_adj"
"YDR342C","BMB",-0.00414679526479178,"r2_adj"
"YDR342C","BMC",-0.0152586034982523,"r2_adj"
"YDR342C","BNC",NA,"r2_adj"
"YDR342C","BNV",NA,"r2_adj"
"YDR342C","BQM",0.00754551252564084,"r2_adj"
"YDR342C","BRK",0.160783934430748,"r2_adj"
"YDR342C","BVG",NA,"r2_adj"
"YDR342C","CAE",0.00960066210331523,"r2_adj"
"YDR342C","CBN",0.156393519453152,"r2_adj"
"YDR342C","CCD",0.00424179415517301,"r2_adj"
"YDR342C","CCG",-0.027662598935293,"r2_adj"
"YDR342C","CCN",NA,"r2_adj"
"YDR342C","CCQ",-0.0082556857193079,"r2_adj"
"YDR342C","CCR",-0.00481591637442613,"r2_adj"
"YDR342C","CCS",-0.00346263837862404,"r2_adj"
"YDR342C","CCV",-0.00870588426779118,"r2_adj"
"YDR342C","CDE",-0.000748624875598125,"r2_adj"
"YDR342C","CDH",0.0630375884930002,"r2_adj"
"YDR342C","CDL",0.000256527863257139,"r2_adj"
"YDR342C","CDT",0.0221155954543859,"r2_adj"
"YDR342C","CEG",0.00661621079672858,"r2_adj"
"YDR342C","CFF",0.00615725263265909,"r2_adj"
"YDR342C","CGL",0.00389180235916686,"r2_adj"
"YDR342C","CGN",-0.00440329800506412,"r2_adj"
"YDR342C","CGS",0.0405734789589907,"r2_adj"
"YDR342C","CLB",0.00433973537623467,"r2_adj"
"YDR342C","CLI",-0.0055409038957257,"r2_adj"
"YDR342C","CLN",-0.0238913289989597,"r2_adj"
"YDR342C","CLP",-0.00567664156683478,"r2_adj"
"YDR342C","CMI",-0.00902429478774724,"r2_adj"
"YDR342C","CNH",-0.129209137321692,"r2_adj"
"YDR342C","CPI",-0.0108664113816332,"r2_adj"
"YDR342C","CPK",-0.00460166224078762,"r2_adj"
"YDR342C","CPN",0.0389566854327563,"r2_adj"
"YDR342C","CQD",0.0102983269368419,"r2_adj"
"YDR342C","CQF",0.0186268894085947,"r2_adj"
"YDR342C","SACE_YCE",-0.0318239161956244,"r2_adj"
"YDR342C","SACE_YCK",0.00821232247649983,"r2_adj"
"YDR342C","SACE_YCM",-0.0666212367472823,"r2_adj"
"YDR342C","SACE_YCR",0.0180838248243081,"r2_adj"
"YDR342C","SACE_YCU",-0.0174028992150419,"r2_adj"
"YDR191W","AAP",-0.100525096078637,"r2_adj"
"YDR191W","AFE",-0.0405981644699405,"r2_adj"
"YDR191W","AKH",0.0277981832950416,"r2_adj"
"YDR191W","AKI",0.016994995332653,"r2_adj"
"YDR191W","AKM",0.0281811322651564,"r2_adj"
"YDR191W","AMP",0.0855208949202284,"r2_adj"
"YDR191W","ANG",0.0183012444823187,"r2_adj"
"YDR191W","ANN",0.0233808070186184,"r2_adj"
"YDR191W","APQ",NA,"r2_adj"
"YDR191W","ATS",0.0380206880998594,"r2_adj"
"YDR191W","BAF",-0.0119396877447144,"r2_adj"
"YDR191W","BAG",-0.000645197724110647,"r2_adj"
"YDR191W","BAI",0.0232524906681715,"r2_adj"
"YDR191W","BAK",0.013914337375988,"r2_adj"
"YDR191W","BAL",0.00177805569411704,"r2_adj"
"YDR191W","BAM",0.00637878187212504,"r2_adj"
"YDR191W","BAN",0.00158509176107036,"r2_adj"
"YDR191W","BAP",0.0089646972178945,"r2_adj"
"YDR191W","BBQ",0.00977730325023118,"r2_adj"
"YDR191W","BCK",0.0205250138867432,"r2_adj"
"YDR191W","BDB",0.0916714775937262,"r2_adj"
"YDR191W","BDL",-0.0845907455610735,"r2_adj"
"YDR191W","BDP",0.043238267313663,"r2_adj"
"YDR191W","BEF",0.0113535172975752,"r2_adj"
"YDR191W","BFH",0.078243897982011,"r2_adj"
"YDR191W","BFP",0.00139595381042001,"r2_adj"
"YDR191W","BGD",-0.0258899364405549,"r2_adj"
"YDR191W","BGF",-0.0170922941068541,"r2_adj"
"YDR191W","BHG",0.0084066677771143,"r2_adj"
"YDR191W","BHK",0.0076129232572848,"r2_adj"
"YDR191W","BHM",NA,"r2_adj"
"YDR191W","BHQ",0.0196144430959893,"r2_adj"
"YDR191W","BMA",0.0045660922215327,"r2_adj"
"YDR191W","BMB",0.0171554298796992,"r2_adj"
"YDR191W","BMC",0.021932757397911,"r2_adj"
"YDR191W","BNC",0.0267059400614735,"r2_adj"
"YDR191W","BNV",0.0218237911380573,"r2_adj"
"YDR191W","BQM",0.0677674137638139,"r2_adj"
"YDR191W","BRK",-0.0716715749723487,"r2_adj"
"YDR191W","BVG",0.0654567399475424,"r2_adj"
"YDR191W","CAE",0.0542565904568412,"r2_adj"
"YDR191W","CBN",-0.0166564914030054,"r2_adj"
"YDR191W","CCD",0.00770317961919931,"r2_adj"
"YDR191W","CCG",0.0208086321207256,"r2_adj"
"YDR191W","CCN",-0.00160290741690061,"r2_adj"
"YDR191W","CCQ",-0.0107239046414043,"r2_adj"
"YDR191W","CCR",-0.00512656510050369,"r2_adj"
"YDR191W","CCS",0.00206676801842143,"r2_adj"
"YDR191W","CCV",0.00783469797964176,"r2_adj"
"YDR191W","CDE",0.0457643164347732,"r2_adj"
"YDR191W","CDH",0.0616724385497579,"r2_adj"
"YDR191W","CDL",0.0434242931926134,"r2_adj"
"YDR191W","CDT",0.0158535920001558,"r2_adj"
"YDR191W","CEG",0.0100724432075152,"r2_adj"
"YDR191W","CFF",-0.00977977680124154,"r2_adj"
"YDR191W","CGL",0.0311671231968437,"r2_adj"
"YDR191W","CGN",0.0277043892911197,"r2_adj"
"YDR191W","CGS",0.00801936612080334,"r2_adj"
"YDR191W","CLB",0.057115366471633,"r2_adj"
